Car Model,Country,City,Price,QuantitySold,Sale,DateOfSale,CustomerID,CustomerName,Age,Gender,CarMake,CarModel,Year,CarType,PaymentMethod,SalespersonID,SalespersonName,DealershipLocation,Profit
Toyota Corolla,UK,London,59522,7,416654,2038-07-04,CUST05007,Travis Rios,27,Male,Mercedes,Honda Civic,2010,Minivan,Cash,SP057,James Scott,"East Jeffchester, United Arab Emirates",5805
Honda Civic,UK,Manchester,80314,9,722826,2038-07-05,CUST05008,Judy Webb,27,Female,Audi,Honda Civic,2007,SUV,Cash,SP055,Ashlee Brown,"East Jillton, Congo",7012
Toyota Corolla,Australia,Melbourne,69100,10,691000,2038-07-06,CUST05009,Brian Suarez,62,Non-binary,Hyundai,Honda Civic,2016,Sedan,Cash,SP018,Diana Hernandez,"Marquezside, Saint Pierre and Miquelon",8499
Chevrolet Malibu,China,Beijing,99441,9,894969,2038-07-07,CUST05010,Valerie Garcia,46,Non-binary,Toyota,Hyundai Elantra,2003,SUV,Credit Card,SP067,David Daniels,"North Tinatown, Liechtenstein",2644
Mercedes C-Class,Germany,Hamburg,62482,5,312410,2038-07-08,CUST05011,Luis Bond,43,Non-binary,Kia,Toyota Corolla,2005,Coupe,Cash,SP067,Ruben Lopez,"North Tracichester, Togo",8821
Mercedes C-Class,China,Chongqing,46917,7,328419,2038-07-09,CUST05012,Natasha Graham,23,Non-binary,Chevrolet,Kia Optima,2007,Convertible,Lease,SP005,Jennifer Lynch,"North David, Jamaica",8172
Honda Civic,Germany,Frankfurt,62232,6,373392,2038-07-10,CUST05013,Anthony Hamilton,37,Male,Mercedes,Ford Focus,2005,Coupe,Bank Transfer,SP051,Andre Johns,"South Donaldfurt, Micronesia",1400
Mercedes C-Class,India,Delhi,20912,10,209120,2038-07-11,CUST05014,Michael Johnson,74,Male,Hyundai,Audi A4,2009,Truck,Lease,SP054,Ashley Miller,"West Tristanchester, Niue",6164
Kia Optima,USA,Phoenix,53019,1,53019,2038-07-12,CUST05015,Jennifer Cole,67,Male,Ford,Audi A4,2023,Minivan,Cash,SP056,Gregory Humphrey,"South Kathryn, Central African Republic",6045
Nissan Altima,USA,Phoenix,85825,5,429125,2038-07-13,CUST05016,Laurie Gregory,67,Male,Chevrolet,Toyota Corolla,2013,Truck,Credit Card,SP097,Sara Brown,"East Abigailmouth, Puerto Rico",3722
BMW 3 Series,Australia,Sydney,54229,7,379603,2038-07-14,CUST05017,Adam Martinez,22,Male,Nissan,Audi A4,2002,Coupe,Credit Card,SP086,Kristina Holmes,"Port Sethtown, Saint Helena",3828
Audi A4,USA,Chicago,94630,1,94630,2038-07-15,CUST05018,Katie Livingston,49,Male,Chevrolet,Hyundai Elantra,2010,Minivan,Cash,SP031,Catherine Cox,"Lopezland, Trinidad and Tobago",7996
Audi A4,USA,Phoenix,39553,1,39553,2038-07-16,CUST05019,Carol Esparza,29,Non-binary,Audi,Kia Optima,2009,Convertible,Credit Card,SP001,Stacy Hill,"Murphymouth, Panama",10365
Mercedes C-Class,Japan,Osaka,23399,8,187192,2038-07-17,CUST05020,Michelle Long,59,Non-binary,Chevrolet,Toyota Corolla,2015,Minivan,Credit Card,SP040,Christopher Chan,"West Ashley, Belgium",2304
Toyota Corolla,India,Delhi,33728,5,168640,2038-07-18,CUST05021,Susan Yang,59,Non-binary,Honda,Mercedes C-Class,2004,Truck,Cash,SP017,Kelly Morris,"Lake Jenniferport, Nicaragua",8392
Nissan Altima,Japan,Tokyo,85046,6,510276,2038-07-19,CUST05022,Thomas Golden,73,Male,Toyota,Kia Optima,2002,Truck,Lease,SP056,Angela Lutz,"Jamesberg, Isle of Man",3064
Kia Optima,France,Paris,66099,8,528792,2038-07-20,CUST05023,Ricky Powell,40,Non-binary,Ford,Ford Focus,2011,Coupe,Bank Transfer,SP006,Laura Nixon,"Christophermouth, Martinique",7889
Nissan Altima,Italy,Palermo,28570,3,85710,2038-07-21,CUST05024,Alicia Stanley,33,Non-binary,Hyundai,Hyundai Elantra,2023,Sedan,Cash,SP091,Andrew Gallagher,"Rubiomouth, Sri Lanka",14545
Mercedes C-Class,Japan,Tokyo,33280,10,332800,2038-07-22,CUST05025,Dennis Martin,40,Non-binary,Ford,Chevrolet Malibu,2021,Minivan,Lease,SP025,Mitchell Chapman,"Sandrafort, San Marino",6853
Honda Civic,USA,Los Angeles,20337,9,183033,2038-07-23,CUST05026,Christine Griffith,50,Female,Honda,Audi A4,2003,Minivan,Lease,SP060,Gary Young,"Osbornechester, Portugal",3128
Kia Optima,UK,Birmingham,61795,7,432565,2038-07-24,CUST05027,Darrell Burke,24,Male,BMW,Nissan Altima,2004,Convertible,Bank Transfer,SP099,Christopher Johnson,"South Christopher, Israel",6591
Hyundai Elantra,Italy,Naples,85666,6,513996,2038-07-25,CUST05028,Martin Shaw,51,Female,BMW,BMW 3 Series,2017,Sedan,Credit Card,SP059,Cynthia Jones,"Danielland, Svalbard & Jan Mayen Islands",725
Toyota Corolla,Canada,Toronto,65321,8,522568,2038-07-26,CUST05029,Angela Lewis,63,Non-binary,Nissan,Kia Optima,2013,Hatchback,Lease,SP091,Kevin Riley,"Lake Joshua, Jordan",8387
Audi A4,China,Shenzhen,78559,4,314236,2038-07-27,CUST05030,Pamela Edwards,52,Non-binary,Kia,Hyundai Elantra,2010,Minivan,Bank Transfer,SP011,Caroline Lawrence,"Bauertown, Ukraine",10819
Ford Focus,Germany,Hamburg,40402,5,202010,2038-07-28,CUST05031,Joseph Williams,37,Male,Hyundai,Honda Civic,2009,Hatchback,Bank Transfer,SP085,Susan Ponce,"West Michael, Mauritius",6689
Toyota Corolla,USA,Phoenix,73895,2,147790,2038-07-29,CUST05032,Erin Morgan,61,Female,Kia,Kia Optima,2011,Hatchback,Credit Card,SP054,Dan Jones,"Mcclainburgh, Armenia",6983
Ford Focus,Japan,Nagoya,81187,10,811870,2038-07-30,CUST05033,Adam Taylor,26,Female,Kia,Mercedes C-Class,2017,SUV,Bank Transfer,SP051,Richard Cooper,"East Jamesland, San Marino",4192
Honda Civic,China,Guangzhou,61134,2,122268,2038-07-31,CUST05034,Brian Williams,57,Male,Audi,BMW 3 Series,2023,Sedan,Lease,SP085,Robert Neal,"Port Susan, Libyan Arab Jamahiriya",1320
Toyota Corolla,France,Lyon,80133,9,721197,2038-08-01,CUST05035,Robert Torres,64,Male,Kia,Hyundai Elantra,2004,Minivan,Cash,SP026,Sheri Sosa,"East Jillton, Reunion",8483
Honda Civic,USA,New York,34898,7,244286,2038-08-02,CUST05036,Dawn Beltran,41,Male,Honda,Honda Civic,2010,Sedan,Cash,SP009,Martha Sanchez,"Valerieburgh, Congo",11745
Mercedes C-Class,UK,Glasgow,61488,5,307440,2038-08-03,CUST05037,Mary Riley,55,Female,BMW,Nissan Altima,2008,Sedan,Bank Transfer,SP030,Garrett Newman,"Thomasfurt, Lao People's Democratic Republic",2525
Honda Civic,China,Chongqing,65873,8,526984,2038-08-04,CUST05038,Candice Howe,43,Non-binary,Chevrolet,Nissan Altima,2021,Coupe,Lease,SP053,Brian Johnson,"Fergusonton, Palestinian Territory",13272
Audi A4,UK,Glasgow,69815,9,628335,2038-08-05,CUST05039,Patrick Kennedy,47,Non-binary,Nissan,Chevrolet Malibu,2012,Sedan,Cash,SP043,Joel Conway,"Rebekahmouth, Greenland",10254
BMW 3 Series,Australia,Perth,27962,6,167772,2038-08-06,CUST05040,Carlos Banks,42,Female,Audi,Mercedes C-Class,2023,Convertible,Lease,SP004,Andrew Williams,"Lake Christopherfort, Somalia",10156
Honda Civic,France,Marseille,54543,9,490887,2038-08-07,CUST05041,Adrienne Adams,69,Female,Kia,Hyundai Elantra,2000,Hatchback,Cash,SP029,Adriana Tran,"Blakebury, Kenya",4982
Honda Civic,Japan,Tokyo,81204,2,162408,2038-08-08,CUST05042,Elizabeth Beck,38,Non-binary,Audi,Chevrolet Malibu,2021,Minivan,Credit Card,SP056,Cameron Morris,"South Rickyville, Congo",12631
Nissan Altima,France,Marseille,72241,4,288964,2038-08-09,CUST05043,Hannah Chen,27,Male,Nissan,Kia Optima,2018,Convertible,Credit Card,SP009,Allison Thomas,"Lake Brent, Guatemala",4734
Honda Civic,India,Delhi,70328,2,140656,2038-08-10,CUST05044,Timothy Mitchell,68,Non-binary,Hyundai,Chevrolet Malibu,2003,Sedan,Bank Transfer,SP020,Dawn Williamson,"Andersonland, New Zealand",9944
Hyundai Elantra,Italy,Milan,30518,6,183108,2038-08-11,CUST05045,Nicole Robinson,70,Non-binary,Mercedes,Ford Focus,2022,Truck,Lease,SP066,Elizabeth Santana,"South Robert, French Guiana",7708
Mercedes C-Class,USA,Houston,62660,1,62660,2038-08-12,CUST05046,Jacob Stanley,19,Female,Chevrolet,Mercedes C-Class,2012,Convertible,Lease,SP047,Jeffrey Hall,"Hortonmouth, Estonia",6923
Honda Civic,India,Bangalore,37982,9,341838,2038-08-13,CUST05047,Russell Carpenter,51,Non-binary,Toyota,Mercedes C-Class,2019,SUV,Cash,SP036,Debra Coleman,"North Matthew, New Caledonia",2700
Audi A4,Australia,Perth,64708,1,64708,2038-08-14,CUST05048,Lisa Martinez,46,Non-binary,Hyundai,Chevrolet Malibu,2001,Coupe,Cash,SP086,Paul Miller,"South Johnshire, Nigeria",997
BMW 3 Series,Italy,Turin,99046,4,396184,2038-08-15,CUST05049,Haley Reid,20,Male,Honda,Mercedes C-Class,2022,Sedan,Credit Card,SP068,Karen Franklin,"Lake Valerieshire, Venezuela",12546
Ford Focus,France,Marseille,16685,4,66740,2038-08-16,CUST05050,Henry Perez,67,Non-binary,Hyundai,Toyota Corolla,2004,Convertible,Credit Card,SP048,Michael Garcia,"West Christopherburgh, Latvia",9046
Honda Civic,Canada,Toronto,74135,8,593080,2038-08-17,CUST05051,Joseph Murphy,38,Non-binary,Ford,Toyota Corolla,2015,Minivan,Bank Transfer,SP092,Jeffrey Mcdonald,"Reneeberg, Barbados",6366
Kia Optima,USA,Los Angeles,95332,1,95332,2038-08-18,CUST05052,Nathan Wilson,66,Female,Nissan,Audi A4,2021,Hatchback,Credit Card,SP052,Laura Lawson,"Youngview, Dominica",7530
Mercedes C-Class,USA,New York,41806,10,418060,2038-08-19,CUST05053,Kristina Krueger,29,Female,Nissan,Ford Focus,2002,Sedan,Bank Transfer,SP005,Marissa Bishop,"Powelltown, Seychelles",6001
Audi A4,UK,London,77258,3,231774,2038-08-20,CUST05054,Zachary Klein,44,Non-binary,Kia,Nissan Altima,2006,Convertible,Lease,SP021,Laura Ochoa,"Sullivanhaven, Switzerland",7452
Nissan Altima,India,Hyderabad,55304,5,276520,2038-08-21,CUST05055,Joseph Garcia,64,Non-binary,Hyundai,Nissan Altima,2011,Truck,Lease,SP055,Ms. Andrea Peters,"Jarvisshire, Bouvet Island (Bouvetoya)",7232
Audi A4,Australia,Brisbane,25401,2,50802,2038-08-22,CUST05056,Danielle Skinner,70,Female,Chevrolet,BMW 3 Series,2003,Minivan,Bank Transfer,SP085,Charles Luna,"Littleside, Dominica",4691
Toyota Corolla,France,Marseille,51059,4,204236,2038-08-23,CUST05057,John Rodriguez,50,Male,Honda,Hyundai Elantra,2011,Coupe,Lease,SP009,Stacey Bowman,"New Michael, Cote d'Ivoire",2147
Mercedes C-Class,UK,London,83155,4,332620,2038-08-24,CUST05058,Michael Mckinney,73,Non-binary,Toyota,Kia Optima,2021,Convertible,Credit Card,SP044,Alexander Lane,"North Lawrenceburgh, Slovenia",4492
Hyundai Elantra,USA,Phoenix,15832,3,47496,2038-08-25,CUST05059,Rhonda Phillips,44,Female,Mercedes,Ford Focus,2016,Sedan,Credit Card,SP079,James Reyes,"North Angelica, Barbados",5442
Nissan Altima,Italy,Milan,19802,10,198020,2038-08-26,CUST05060,Anthony Cantrell,58,Female,Honda,Audi A4,2023,Coupe,Credit Card,SP071,Kevin Perez,"Rodriguezville, Gambia",5184
Hyundai Elantra,Japan,Yokohama,61224,10,612240,2038-08-27,CUST05061,Megan Smith DDS,74,Female,Mercedes,Ford Focus,2000,Coupe,Cash,SP052,John Cooley,"West Anthony, Faroe Islands",3764
Audi A4,China,Beijing,94408,8,755264,2038-08-28,CUST05062,Amy Diaz,18,Non-binary,Kia,Chevrolet Malibu,2005,Convertible,Lease,SP029,Christopher Montoya,"East Jasmine, United Arab Emirates",5898
Ford Focus,Canada,Ottawa,62511,3,187533,2038-08-29,CUST05063,Zachary Shannon,60,Female,Hyundai,Audi A4,2004,Hatchback,Bank Transfer,SP058,Michael Walker,"Lake Luiston, Nauru",8169
Kia Optima,France,Toulouse,69064,3,207192,2038-08-30,CUST05064,Janet Barnett,31,Male,BMW,Kia Optima,2009,Hatchback,Credit Card,SP039,Joseph Bell,"South Zacharyville, Mexico",5909
Kia Optima,China,Guangzhou,85647,3,256941,2038-08-31,CUST05065,Shane Turner,27,Female,Hyundai,Honda Civic,2001,Sedan,Cash,SP066,Steven Fleming,"Lake Jennifer, Bangladesh",9868
BMW 3 Series,Germany,Munich,10189,7,71323,2038-09-01,CUST05066,John Davis,56,Non-binary,Mercedes,Audi A4,2013,Minivan,Cash,SP084,Dylan Nguyen,"South Stephanie, United States Minor Outlying Islands",6760
Hyundai Elantra,China,Chongqing,55620,9,500580,2038-09-02,CUST05067,Christopher Elliott,33,Female,Mercedes,Ford Focus,2005,Convertible,Lease,SP068,Andrew Hardy,"Lindseyfort, Cote d'Ivoire",746
Audi A4,Japan,Tokyo,88586,2,177172,2038-09-03,CUST05068,Ronald Pierce,43,Female,Kia,BMW 3 Series,2016,Coupe,Lease,SP064,Heather English,"North Francesville, Oman",5180
Chevrolet Malibu,France,Paris,16485,6,98910,2038-09-04,CUST05069,Laura Cannon,71,Female,Nissan,Chevrolet Malibu,2013,Truck,Credit Card,SP021,Lacey Rowe,"South Hannahmouth, Bangladesh",13423
Chevrolet Malibu,USA,Phoenix,26148,10,261480,2038-09-05,CUST05070,Richard Smith,27,Male,Honda,Ford Focus,2016,Convertible,Lease,SP087,Margaret Williams,"Caldwellville, Mali",6593
Honda Civic,Japan,Sapporo,31351,7,219457,2038-09-06,CUST05071,Jennifer Cole,37,Female,Audi,Toyota Corolla,2004,Truck,Cash,SP053,Elizabeth Kim,"North Lindseyland, Djibouti",8387
Chevrolet Malibu,USA,Phoenix,63851,9,574659,2038-09-07,CUST05072,Alexander Butler,32,Male,Chevrolet,Ford Focus,2016,Minivan,Cash,SP090,Jeffrey Smith,"Hendrickshaven, India",14259
Honda Civic,Germany,Frankfurt,94542,9,850878,2038-09-08,CUST05073,Jennifer Chang,46,Non-binary,Ford,Nissan Altima,2001,Minivan,Lease,SP086,Holly Anderson,"Lake Glenport, Luxembourg",2671
Honda Civic,India,Mumbai,95948,6,575688,2038-09-09,CUST05074,Samuel Miller,62,Non-binary,Honda,Mercedes C-Class,2001,SUV,Credit Card,SP092,Emily Avila,"West Laurenchester, Australia",4180
Honda Civic,Italy,Turin,19943,2,39886,2038-09-10,CUST05075,Michael Chapman,39,Non-binary,Kia,Chevrolet Malibu,2023,Minivan,Lease,SP016,Kathy Mendoza,"Thompsonbury, Tuvalu",847
Toyota Corolla,India,Delhi,33253,9,299277,2038-09-11,CUST05076,Michael Pierce,71,Male,BMW,Honda Civic,2004,Coupe,Credit Card,SP047,Taylor Blair,"Brownshire, Honduras",14952
Chevrolet Malibu,China,Chongqing,64604,3,193812,2038-09-12,CUST05077,Jessica Rogers,36,Female,Hyundai,BMW 3 Series,2016,Convertible,Cash,SP079,Erica Davis,"West Garyside, Yemen",5217
Nissan Altima,France,Nice,58683,2,117366,2038-09-13,CUST05078,Tyler Lucero,69,Female,Nissan,Honda Civic,2021,Coupe,Lease,SP075,Brenda Lawson,"Sparkston, Cook Islands",4114
Nissan Altima,UK,London,89899,1,89899,2038-09-14,CUST05079,Martha Rice,49,Female,Honda,Nissan Altima,2010,SUV,Bank Transfer,SP100,Carol Davis,"North Ashley, British Virgin Islands",534
Hyundai Elantra,Japan,Nagoya,44486,1,44486,2038-09-15,CUST05080,Melody Snyder,25,Male,BMW,BMW 3 Series,2002,Hatchback,Credit Card,SP085,Christopher Edwards,"Freemanland, Croatia",11138
Honda Civic,Australia,Adelaide,59020,10,590200,2038-09-16,CUST05081,Alison Juarez,72,Female,Nissan,BMW 3 Series,2012,Hatchback,Lease,SP030,John Jones,"Angelville, Hong Kong",4796
Mercedes C-Class,UK,Leeds,92066,6,552396,2038-09-17,CUST05082,Janice Ryan,54,Male,BMW,Nissan Altima,2012,Coupe,Cash,SP011,Kimberly Hawkins,"North Michaelville, Portugal",8944
Audi A4,UK,Birmingham,22173,4,88692,2038-09-18,CUST05083,Lisa Dixon,29,Male,Hyundai,Chevrolet Malibu,2015,SUV,Credit Card,SP033,Brittany Kirk,"Andradeton, Malta",6386
Honda Civic,USA,Phoenix,44834,2,89668,2038-09-19,CUST05084,Daniel Lopez,30,Male,BMW,Ford Focus,2022,Truck,Lease,SP099,Austin Jackson,"South Donald, Chad",10839
Toyota Corolla,China,Shenzhen,46306,8,370448,2038-09-20,CUST05085,Emma Beck,39,Male,Honda,Audi A4,2001,Sedan,Cash,SP038,Linda Taylor,"Donnachester, Russian Federation",11569
Nissan Altima,Australia,Sydney,40813,3,122439,2038-09-21,CUST05086,Amanda Rogers,39,Non-binary,Audi,Kia Optima,2005,Convertible,Cash,SP076,Dillon Cook,"Dylanhaven, Saint Barthelemy",5655
Audi A4,Australia,Adelaide,59019,6,354114,2038-09-22,CUST05087,Mrs. Angela Ferguson,56,Male,Nissan,Hyundai Elantra,2008,Sedan,Bank Transfer,SP074,Cheryl Richards,"Richardsshire, Aruba",8641
Toyota Corolla,Germany,Munich,68837,10,688370,2038-09-23,CUST05088,James Watson,39,Male,Nissan,Audi A4,2001,Convertible,Credit Card,SP096,Heather Mercer,"West Emilytown, Uruguay",602
Ford Focus,Japan,Nagoya,75839,9,682551,2038-09-24,CUST05089,Charlene Freeman,20,Female,Honda,Hyundai Elantra,2017,Convertible,Credit Card,SP070,Brittany Roy,"Reneeton, Christmas Island",889
Ford Focus,Australia,Adelaide,82264,4,329056,2038-09-25,CUST05090,Kelly Garcia,48,Non-binary,Audi,Honda Civic,2010,Sedan,Lease,SP084,Thomas Hart,"North Jessicabury, Cook Islands",4474
Audi A4,Canada,Montreal,74515,4,298060,2038-09-26,CUST05091,Kimberly Flores,23,Male,Toyota,Hyundai Elantra,2002,Coupe,Cash,SP063,Douglas Cantu,"East Amy, Kiribati",1061
Honda Civic,Canada,Montreal,27661,9,248949,2038-09-27,CUST05092,Sean Oliver,60,Male,Ford,Hyundai Elantra,2022,Hatchback,Credit Card,SP016,Andrea Malone,"Lake Stevenview, Grenada",6426
Nissan Altima,Canada,Montreal,38721,4,154884,2038-09-28,CUST05093,Michelle Horne,19,Male,Kia,Mercedes C-Class,2019,Truck,Credit Card,SP074,Sharon White,"Berryland, South Georgia and the South Sandwich Islands",1463
BMW 3 Series,Japan,Nagoya,91024,7,637168,2038-09-29,CUST05094,Julie Stone,66,Non-binary,BMW,Nissan Altima,2012,Sedan,Cash,SP036,Kara Figueroa,"Michaelmouth, Saint Helena",6965
Kia Optima,Australia,Perth,64462,5,322310,2038-09-30,CUST05095,Kenneth Edwards,39,Male,Mercedes,BMW 3 Series,2010,Convertible,Credit Card,SP062,Taylor Clark,"Lake Annaville, Iceland",11729
Toyota Corolla,Italy,Turin,42463,2,84926,2038-10-01,CUST05096,Stacey Wolf,69,Non-binary,Honda,Audi A4,2005,Minivan,Cash,SP062,Charles Morrison,"Christinashire, Haiti",1128
Chevrolet Malibu,Italy,Naples,32644,10,326440,2038-10-02,CUST05097,Christopher Wright,42,Male,BMW,Nissan Altima,2019,Coupe,Cash,SP080,Matthew Buchanan,"West Brianna, Suriname",6621
Toyota Corolla,Italy,Naples,65660,3,196980,2038-10-03,CUST05098,Jesse Baldwin,67,Male,Chevrolet,BMW 3 Series,2001,Sedan,Credit Card,SP045,Jeremy Castro,"East Jaystad, Marshall Islands",9526
Kia Optima,Japan,Yokohama,82042,3,246126,2038-10-04,CUST05099,Jeff Hancock,54,Non-binary,Toyota,Audi A4,2015,Minivan,Credit Card,SP023,Paula Romero,"East Thomas, Kiribati",12085
Nissan Altima,Canada,Toronto,90397,10,903970,2038-10-05,CUST05100,Amanda Davidson,38,Non-binary,Mercedes,Toyota Corolla,2022,SUV,Bank Transfer,SP026,Cheryl Hernandez,"Port Katherinemouth, Somalia",751
Ford Focus,France,Nice,18615,8,148920,2038-10-06,CUST05101,Rhonda Wyatt,40,Non-binary,Mercedes,BMW 3 Series,2018,SUV,Bank Transfer,SP047,Alexandra Watson,"Corytown, Swaziland",13674
BMW 3 Series,UK,Glasgow,11084,5,55420,2038-10-07,CUST05102,Robert Johnson,56,Female,Hyundai,Hyundai Elantra,2015,Sedan,Bank Transfer,SP042,Caitlin Ortega,"Jennabury, Saint Vincent and the Grenadines",7570
Honda Civic,India,Chennai,91072,8,728576,2038-10-08,CUST05103,Wesley Hines,48,Female,Toyota,Hyundai Elantra,2007,Convertible,Lease,SP057,Vanessa Calderon,"Bruceview, Congo",2608
BMW 3 Series,UK,Leeds,16683,3,50049,2038-10-09,CUST05104,Joseph Mckinney,27,Non-binary,BMW,Chevrolet Malibu,2008,Hatchback,Credit Card,SP003,Jordan Moreno,"Kristaview, Angola",662
Chevrolet Malibu,Canada,Montreal,59629,7,417403,2038-10-10,CUST05105,Heather Hoover,26,Female,Ford,Kia Optima,2005,Truck,Lease,SP083,James Carroll,"Lake Donaldtown, Jordan",3354
Nissan Altima,UK,Manchester,56461,2,112922,2038-10-11,CUST05106,Kristen Campbell,20,Female,Ford,Audi A4,2009,Minivan,Lease,SP082,Joshua Sloan,"West Linda, Myanmar",12019
Hyundai Elantra,Germany,Frankfurt,48778,9,439002,2038-10-12,CUST05107,Jason Ross,34,Non-binary,Toyota,Kia Optima,2010,Coupe,Lease,SP042,Gregory Graves,"North Adam, Sweden",12378
Nissan Altima,UK,Birmingham,96760,3,290280,2038-10-13,CUST05108,Mark Donaldson PhD,41,Non-binary,Audi,Chevrolet Malibu,2016,Hatchback,Cash,SP042,Jennifer Daniels,"Tammyburgh, Slovakia (Slovak Republic)",12420
Hyundai Elantra,India,Delhi,63604,1,63604,2038-10-14,CUST05109,Charles Grimes,52,Female,Audi,Nissan Altima,2006,SUV,Cash,SP068,Misty Miller,"Margaretburgh, Bouvet Island (Bouvetoya)",6146
Honda Civic,Australia,Perth,12496,5,62480,2038-10-15,CUST05110,Emily Guerrero,31,Female,Mercedes,Hyundai Elantra,2020,Truck,Lease,SP022,Molly Baker,"Lake Sydney, Uganda",2887
Audi A4,Germany,Berlin,56367,1,56367,2038-10-16,CUST05111,Victoria Meyers,23,Female,Hyundai,Honda Civic,2017,Hatchback,Bank Transfer,SP084,Angel Martin,"West Anthony, Morocco",9099
Honda Civic,Japan,Osaka,83542,6,501252,2038-10-17,CUST05112,Elizabeth Lane,61,Male,Ford,Audi A4,2009,SUV,Bank Transfer,SP040,Heather Miller,"Krystalfort, Grenada",12928
Kia Optima,China,Shenzhen,85926,5,429630,2038-10-18,CUST05113,Regina Ponce,32,Non-binary,Audi,Nissan Altima,2010,SUV,Lease,SP028,Amy Elliott,"West Karen, Tuvalu",6456
Audi A4,Germany,Cologne,25285,8,202280,2038-10-19,CUST05114,Marcus Walsh,18,Non-binary,Chevrolet,Kia Optima,2007,SUV,Credit Card,SP003,Nicole Powers,"West Chelseyfurt, Syrian Arab Republic",8190
Kia Optima,India,Hyderabad,67026,9,603234,2038-10-20,CUST05115,Brandy Hill,64,Non-binary,Mercedes,Chevrolet Malibu,2009,Truck,Bank Transfer,SP054,Henry Navarro,"Michaelmouth, Micronesia",14946
Hyundai Elantra,Italy,Milan,31865,6,191190,2038-10-21,CUST05116,Bryan Li,69,Non-binary,BMW,Audi A4,2006,Truck,Lease,SP038,Daniel Singh,"East Gwendolynfort, United States of America",5808
Chevrolet Malibu,Australia,Brisbane,86412,3,259236,2038-10-22,CUST05117,Tim Davis,25,Female,Kia,Chevrolet Malibu,2011,Convertible,Lease,SP015,Richard Johnson,"New Wendy, Ghana",9516
Audi A4,China,Shanghai,76702,4,306808,2038-10-23,CUST05118,Angel Wilson,61,Female,BMW,Mercedes C-Class,2006,Hatchback,Cash,SP040,Ashley Schmidt,"East Briannaside, Madagascar",8233
BMW 3 Series,China,Shenzhen,82970,5,414850,2038-10-24,CUST05119,Wendy Patel,44,Non-binary,Mercedes,Hyundai Elantra,2002,SUV,Bank Transfer,SP045,Rebecca Vazquez,"Landryview, Lesotho",10619
Nissan Altima,UK,London,34455,10,344550,2038-10-25,CUST05120,Kristy Ryan,41,Male,Ford,Kia Optima,2014,SUV,Cash,SP075,Ashley Friedman,"Hodgemouth, El Salvador",6393
Ford Focus,India,Delhi,12311,7,86177,2038-10-26,CUST05121,Leah Rose,20,Female,Hyundai,Hyundai Elantra,2012,SUV,Bank Transfer,SP031,Theresa Smith,"New Michaelfurt, Haiti",13362
Audi A4,Germany,Hamburg,39142,10,391420,2038-10-27,CUST05122,Ernest Palmer,41,Male,Hyundai,Chevrolet Malibu,2011,Truck,Bank Transfer,SP052,Kristen Floyd,"West Robertton, Haiti",6529
Toyota Corolla,USA,Houston,38174,3,114522,2038-10-28,CUST05123,Anthony Brown,57,Non-binary,BMW,Honda Civic,2004,Convertible,Bank Transfer,SP088,James Wood,"Kimberlyborough, Ethiopia",2924
